"Postialue","Inhabitants, total, 2017","Inhabitants aged 18-64, 2017","Employment rate %, 2017","Unemployment rate %, 2017","Economic dependency ratio, 2017"
"81560 Vuonisjärvi   (Lieksa )",175,95,66.3,18.2,173
"81570 Kelvä   (Lieksa )",109,58,62.1,20.0,203
"81590 Vuonislahti   (Lieksa )",145,70,55.7,23.5,272
"81650 Hattuvaara   (Lieksa )",136,73,57.5,25.0,224
"81660 Lehmikylä   (Lieksa )",13,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",5448,2723,56.8,21.4,246
"81720 Mähkö-Timitra   (Lieksa )",2765,1486,58.5,19.5,215
"81750 Pankakoski   (Lieksa )",851,461,54.9,25.6,234
"81810 Jamali   (Lieksa )",323,198,67.7,16.8,141
"81820 Kylänlahti   (Lieksa )",315,164,63.4,17.5,197
"81850 Mätäsvaara   (Lieksa )",129,66,53.0,16.7,249
"81860 Viekijärvi   (Lieksa )",340,183,54.6,21.3,237
"81950 Pankajärvi   (Lieksa )",78,51,62.7,8.6,136
"81970 Jongunjoki-Pankajärvi   (Lieksa )",145,68,63.2,18.9,230
"82110 Heinävaara   (Joensuu )",1036,603,74.6,11.4,128
"82120 Keskijärvi   (Joensuu )",214,113,68.1,14.4,164
"82140 Kiihtelysvaara Keskus   (Joensuu )",864,450,63.6,17.8,195
"82160 Oskola   (Joensuu )",61,27,59.3,20.0,281
"82170 Uskali   (Joensuu )",51,20,65.0,7.1,264
"82180 Huhtilampi   (Joensuu )",77,48,60.4,19.4,166
"82200 Hammaslahti   (Joensuu )",3139,1799,63.9,15.9,170
"82210 Suhmura   (Joensuu )",521,273,72.9,15.0,158
"82220 Niittylahti   (Joensuu )",2157,1220,80.2,8.1,119
"82290 Nieminen   (Rääkkylä )",408,228,59.2,17.2,196
"82300 Rääkkylä Keskus   (Rääkkylä )",941,440,55.5,17.8,269
"82310 Oravisalo-Varpasalo   (Rääkkylä )",251,116,63.8,12.9,226
"82335 Rasivaara   (Rääkkylä )",617,337,55.5,21.4,227
"82350 Tikkala   (Tohmajärvi )",348,198,72.7,10.0,142
"82360 Onkamo   (Tohmajärvi )",427,244,64.8,20.2,170
"82380 Tolosenmäki   (Kitee )",454,239,69.9,11.2,169
"82395 Haarajärvi   (Kitee )",155,91,73.6,5.6,128
"82430 Puhos-Leinovaara   (Kitee )",853,474,59.9,21.3,195
"82460 Hummovaara   (Kitee )",107,59,64.4,20.8,182
"82490 Heinoniemi   (Kitee )",125,49,55.1,18.2,346
"82500 Kitee Keskus   (Kitee )",5960,3110,60.9,18.3,210
"82510 Kiteenlahti   (Kitee )",259,152,71.1,8.5,140
"82580 Juurikka   (Kitee )",347,176,65.3,17.9,199
"82590 Närsäkkälä   (Kitee )",123,66,59.1,23.5,215
"82600 Tohmajärvi Keskus   (Tohmajärvi )",2791,1456,61.2,18.4,208
"82655 Värtsilä Keskus   (Tohmajärvi )",316,158,55.7,27.3,244
"82660 Uusi-Värtsilä   (Tohmajärvi )",202,120,50.0,36.8,231
"82670 Kaurila   (Tohmajärvi )",114,61,50.8,32.6,268
"82675 Niirala-Jänisjoki   (Tohmajärvi )",113,58,62.1,18.2,205
"82685 Littilä   (Tohmajärvi )",187,118,64.4,10.6,146
"82710 Kovero   (Joensuu )",416,246,62.6,17.6,163
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",709,355,54.4,28.0,260
"82750 Öllölä   (Joensuu )",107,59,47.5,33.3,269
"82760 Hoilola   (Joensuu )",84,43,51.2,38.9,265
"82770 Kaustajärvi   (Tohmajärvi )",26,..,..,..,..
"82815 Marjovaara   (Joensuu )",133,82,59.8,21.0,171
"82820 Maukkula   (Ilomantsi )",242,128,58.6,18.5,223
"82830 Haukivaara   (Ilomantsi )",105,58,55.2,28.9,218
"82840 Pirttiaho   (Joensuu )",30,10,80.0,20.0,275
"82850 Kinnasniemi   (Joensuu )",68,42,59.5,21.9,172
"82865 Kokinvaara-Mannervaara   (Joensuu )",39,20,45.0,30.8,333
"82870 Luutalahti   (Joensuu )",30,15,60.0,10.0,233
"82880 Mannervaara   (Joensuu )",21,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",3695,1846,60.6,20.5,227
"82915 Sonkaja   (Ilomantsi )",201,103,64.1,15.4,205
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",122,71,57.7,25.5,191
"82967 Hattu   (Ilomantsi )",72,34,58.8,16.7,260
"82980 Möhkö   (Ilomantsi )",77,36,47.2,34.6,353
"83100 Liperi Keskus   (Liperi )",2477,1283,63.8,14.8,198
"83130 Salokylä   (Liperi )",391,229,75.1,9.9,125
"83140 Puromäki   (Liperi )",129,73,72.6,17.2,143
"83150 Roukalahti   (Liperi )",211,115,69.6,15.8,161
"83160 Tutjunniemi   (Liperi )",153,87,55.2,11.1,212
"83320 Risti-Juojärvi   (Liperi )",73,52,65.4,22.7,115
"83330 Kaatamo   (Liperi )",237,125,60.8,17.4,212
"83340 Kaarnalampi   (Liperi )",85,44,77.3,19.0,150
"83400 Viinijärvi   (Liperi )",1413,798,63.8,16.4,170
"83430 Käsämä   (Liperi )",551,316,75.0,9.9,128
"83450 Vaivio   (Liperi )",344,225,77.8,9.3,97
"83460 Harinjärvi   (Liperi )",320,182,78.0,10.7,122
"83480 Ahonkylä   (Liperi )",179,110,61.8,12.8,156
"83500 Outokumpu Keskus   (Outokumpu )",6028,3200,58.2,17.7,218
"83550 Kokonvaara   (Outokumpu )",164,92,72.8,2.9,138
"83630 Kuusjärvi   (Outokumpu )",424,243,63.0,19.5,175
"83660 Varislahti   (Outokumpu )",284,152,62.5,15.2,199
"83700 Polvijärvi Keskus   (Polvijärvi )",2432,1250,59.1,17.8,225
"83720 Kuorevaara   (Polvijärvi )",261,163,68.1,10.5,133
"83750 Sotkuma   (Polvijärvi )",526,296,76.4,8.9,130
"83760 Sola   (Polvijärvi )",86,46,65.2,21.1,187
"83780 Horsmanaho   (Polvijärvi )",219,126,66.7,14.3,161
"83825 Kinahmo   (Polvijärvi )",270,152,73.7,8.9,135
"83830 Hukkala   (Polvijärvi )",120,71,54.9,29.1,208
"83835 Ruvaslahti   (Polvijärvi )",237,127,57.5,12.0,220
"83840 Saarivaara   (Polvijärvi )",51,30,60.0,25.0,183
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",139,64,62.5,13.0,239
"83870 Polvela-Timovaara   (Juuka )",218,120,47.5,28.8,283
"83880 Kajoo   (Juuka )",172,93,51.6,20.0,258
"83900 Juuka Keskus   (Juuka )",3490,1830,60.5,17.5,212
"83910 Paalasmaa   (Juuka )",75,33,60.6,23.1,257
"83915 Vihtasuo   (Juuka )",8,..,..,..,..
"83940 Nunnanlahti   (Juuka )",344,169,56.2,20.2,251
"83950 Ahmovaara   (Juuka )",442,227,55.5,26.3,248
"83960 Koli   (Lieksa )",236,136,69.1,13.8,146
"83985 Tuopanjoki   (Juuka )",1,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",13502,7602,70.7,11.3,149
"84460 Tuomiperä   (Ylivieska )",194,107,68.2,7.6,159
"84540 Vähäkangas   (Ylivieska )",580,298,75.5,7.8,154
"84650 Kantokylä   (Ylivieska )",226,109,80.7,6.4,157
"84770 Isokoski   (Ylivieska )",89,47,57.4,30.8,230
"84880 Raudaskylä   (Ylivieska )",657,358,74.3,11.0,146
"85100 Kalajoki Keskus   (Kalajoki )",6834,3697,73.3,9.3,149
"85120 Metsä   (Kalajoki )",280,126,76.2,8.6,192
"85140 Tynkä   (Kalajoki )",836,441,78.7,7.0,139
"85150 Typpö   (Kalajoki )",298,129,70.5,9.9,220
"85160 Rautio   (Kalajoki )",635,309,74.1,8.4,175
"85180 Rahja   (Kalajoki )",476,263,73.4,9.0,144
"85200 Alavieska Keskus   (Alavieska )",2084,1073,71.9,8.6,167
"85210 Kähtävä   (Alavieska )",236,155,77.4,7.0,97
"85230 Talus   (Alavieska )",264,146,68.5,11.5,164
"85310 Sievi Asemanseutu   (Sievi )",525,249,70.3,8.9,198
"85320 Markkula   (Sievi )",268,168,63.1,9.4,153
"85340 Jyrinki   (Sievi )",745,334,73.7,7.9,203
"85410 Sievi Keskus   (Sievi )",2031,1036,69.9,9.6,178
"85430 Koivisto   (Sievi )",593,311,74.0,9.8,155
"85450 Joenkylä   (Sievi )",263,124,68.5,8.6,209
"85470 Kiiskilampi   (Sievi )",528,257,70.4,8.1,185
"85500 Nivala Keskus   (Nivala )",7506,3834,71.7,10.6,171
"85540 Mönkö   (Nivala )",570,289,75.1,8.4,160
"85560 Ainastalo   (Nivala )",464,244,67.6,12.7,178
"85580 Karvoskylä   (Nivala )",690,349,69.1,13.3,182
"85620 Sarja   (Nivala )",260,146,69.2,8.2,155
"85630 Sarjanahde   (Nivala )",594,256,76.2,7.6,203
"85640 Maliskylä   (Nivala )",516,281,70.1,14.3,157
"85660 Ruuskankylä   (Nivala )",176,96,72.9,7.9,148
"85710 Parkkila   (Haapajärvi )",379,196,68.4,9.5,181
"85730 Tulppo   (Haapajärvi )",125,72,61.1,13.7,184
"85800 Haapajärvi Keskus   (Haapajärvi )",5558,3024,68.8,10.0,165
"85820 Oksava   (Haapajärvi )",860,468,70.7,10.3,158
"85840 Kuona   (Haapajärvi )",317,166,67.5,4.3,183
"85900 Reisjärvi Keskus   (Reisjärvi )",1950,940,70.5,8.7,189
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",228,133,69.2,13.2,143
"85940 Räisälänmäki   (Reisjärvi )",235,143,67.8,8.5,142
"85980 Köyhänperä   (Reisjärvi )",353,204,72.5,7.5,137
"86100 Pyhäjoki Keskus   (Pyhäjoki )",1858,934,68.0,10.8,188
"86110 Parhalahti   (Pyhäjoki )",362,202,72.3,9.3,145
"86160 Pirttikoski   (Pyhäjoki )",306,149,77.9,8.7,162
"86170 Yppäri   (Pyhäjoki )",594,281,74.4,8.3,182
"86210 Petäjäskoski   (Oulainen )",196,98,77.6,5.0,158
"86220 Merijärvi Keskus   (Merijärvi )",820,401,68.6,8.9,195
"86230 Ylipää   (Merijärvi )",137,65,60.0,22.0,243
"86240 Pyhänkoski   (Merijärvi )",207,115,67.0,12.5,156
"86300 Oulainen Keskus   (Oulainen )",6666,3467,70.6,11.2,169
"86350 Kilpua   (Oulainen )",119,70,64.3,15.1,164
"86360 Ilveskorpi   (Raahe )",217,128,60.2,4.9,175
"86400 Vihanti Keskus   (Raahe )",1707,802,65.2,13.8,221
"86440 Lampinsaari   (Raahe )",267,130,50.8,23.3,293
"86460 Alpua   (Raahe )",387,192,65.6,14.3,200
"86470 Lumimetsä   (Raahe )",183,94,69.1,11.0,177
"86480 Karhukangas   (Haapavesi )",50,32,65.6,12.5,127
"86510 Matkaniva   (Oulainen )",307,156,71.2,12.6,177
"86530 Annonen   (Haapavesi )",176,103,71.8,7.5,138
"86550 Mieluskylä   (Haapavesi )",378,188,72.3,10.5,178
"86600 Haapavesi Keskus   (Haapavesi )",5322,2816,68.6,11.8,173
"86650 Kytökylä-Joutenniva   (Haapavesi )",485,263,71.5,7.4,157
"86680 Vatjusjärvi   (Haapavesi )",454,240,67.1,17.9,180
"86690 Karsikas   (Haapavesi )",168,86,58.1,15.3,223
"86710 Kärsämäki Keskus   (Kärsämäki )",2604,1315,68.3,12.6,187
"86790 Venetpalo   (Kärsämäki )",0,0,0.0,0.0,0
"86800 Pyhäsalmi   (Pyhäjärvi )",4088,2037,62.2,13.0,215
"86810 Pellikkaperä   (Pyhäjärvi )",182,94,71.3,5.6,164
"86850 Hiidenniemi   (Pyhäjärvi )",240,122,68.0,11.7,186
"86870 Vesikoski   (Pyhäjärvi )",260,132,60.6,16.7,217
"86900 Pyhäkumpu   (Pyhäjärvi )",481,273,62.3,14.6,178
"86980 Väliaho   (Pyhäjärvi )",61,32,65.6,22.2,191
"87100 Kajaani Keskus   (Kajaani )",5920,3527,60.7,15.3,174
"87150 Purola   (Kajaani )",2321,1408,67.0,11.2,144
"87200 Teppana   (Kajaani )",3992,2368,69.8,12.1,139
"87250 Kättö-Kätönlahti   (Kajaani )",4434,2437,71.3,11.7,154
"87300 Palokangas   (Kajaani )",1097,676,55.2,21.1,193
"87400 Petäisenniska   (Kajaani )",1760,1005,68.0,12.7,155
"87500 Lehtikangas   (Kajaani )",5885,3433,71.2,12.3,139
"87700 Lohtaja-Kettu   (Kajaani )",4078,2676,58.3,18.6,158
"87800 Vuoreslahti   (Kajaani )",934,563,74.4,9.3,122
"87830 Nakertaja   (Kajaani )",1531,918,67.8,13.9,145
"87850 Paltaniemi   (Kajaani )",494,257,77.0,9.2,148
"87900 Karankalahti   (Kajaani )",461,280,71.4,11.9,124
"87910 Linnantaus   (Kajaani )",499,294,76.2,10.0,121
"87930 Salmijärvi   (Kajaani )",295,127,70.9,8.2,228
"87950 Kuluntalahti   (Kajaani )",954,516,79.3,6.6,131
"87970 Jormua   (Kajaani )",480,270,75.2,7.7,135
"88120 Tuhkakylä   (Sotkamo )",80,39,64.1,10.7,220
"88200 Otanmäki-Kytökoski   (Kajaani )",952,523,60.6,18.3,193
"88270 Vuolijoki Keskus   (Kajaani )",867,459,66.9,10.5,180
"88300 Paltamo Keskus   (Paltamo )",2235,1168,60.9,17.3,212
"88310 Melalahti   (Paltamo )",220,120,56.7,22.7,219
"88340 Manamansalo   (Vaala )",89,54,38.9,38.2,324
"88350 Kivesjärvi   (Paltamo )",112,54,63.0,8.1,229
"88380 Mieslahti   (Paltamo )",234,121,64.5,14.3,196
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",1209,603,66.7,12.6,194
"88440 Jokikylä   (Ristijärvi )",66,45,68.9,13.9,113
"88460 Hiisijärvi   (Ristijärvi )",47,26,65.4,5.6,177
"88470 Kontiomäki   (Paltamo )",541,304,59.5,23.0,196
"88490 Pohjavaara   (Sotkamo )",244,132,75.8,14.5,144
"88530 Paakki   (Sotkamo )",103,61,73.8,15.1,129
"88600 Sotkamo Keskus   (Sotkamo )",6376,3439,69.7,11.6,163
"88610 Vuokatti   (Sotkamo )",2608,1569,75.2,9.6,119
"88615 Vuokatin Urheiluopisto   (Sotkamo )",1,..,..,..,..
"88620 Korholanmäki   (Sotkamo )",491,270,78.9,3.2,127
"88640 Ontojoki   (Sotkamo )",75,46,78.3,10.0,108
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",185,91,73.6,8.2,164
"88690 Maanselkä   (Sotkamo )",50,31,71.0,8.3,117
"88730 Ylä-Vieksi   (Kuhmo )",128,65,55.4,21.7,256
"88740 Härmänkylä-Iivantiira   (Kuhmo )",79,42,64.3,12.9,193
"88760 Iivantiira   (Kuhmo )",149,97,55.7,23.9,176
"88820 Katerma   (Kuhmo )",9,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",7745,3996,62.6,18.3,204
"88930 Lentiira-Kuumu   (Kuhmo )",288,156,57.1,25.8,220
"88940 Kuumu   (Kuhmo )",26,..,..,..,..
"89110 Törmänmäki   (Puolanka )",48,40,50.0,13.0,140
"89140 Kotila-Törmänmäki   (Puolanka )",89,58,55.2,8.6,162
"89200 Puolanka Keskus   (Puolanka )",2233,1125,57.0,19.4,242
"89210 Puokiovaara   (Puolanka )",65,36,58.3,22.2,210
"89320 Joukokylä   (Puolanka )",116,62,59.7,11.9,205
"89330 Suolijärvi   (Puolanka )",67,39,51.3,20.0,235
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",2029,1037,61.0,16.4,209
"89430 Hoikka   (Hyrynsalmi )",42,20,80.0,5.9,163
"89440 Sakara   (Suomussalmi )",99,51,58.8,30.2,230
"89540 Moisiovaara   (Hyrynsalmi )",188,90,46.7,37.3,337
"89560 Karhuvaara   (Hyrynsalmi )",72,35,51.4,30.8,300
"89600 Ämmänsaari   (Suomussalmi )",5150,2746,61.2,19.3,201
"89610 Jumaliskylä   (Suomussalmi )",57,28,60.7,26.1,235
"89640 Pesiökylä   (Suomussalmi )",110,67,65.7,26.7,150
"89660 Takalo   (Suomussalmi )",105,59,50.8,23.1,250
"89670 Näljänkä   (Suomussalmi )",213,106,53.8,26.9,267
"89680 Vaaranniva   (Suomussalmi )",92,42,54.8,23.3,283
"89730 Ahjola   (Suomussalmi )",30,16,25.0,55.6,650
"89740 Kianta   (Suomussalmi )",52,29,65.5,20.8,174
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",96,43,44.2,29.6,380
"89770 Peranka   (Suomussalmi )",45,26,57.7,21.1,200
"89780 Kaikkonen   (Suomussalmi )",59,36,38.9,46.2,321
"89800 Suomussalmi Keskus   (Suomussalmi )",1415,765,59.7,18.4,204
"89830 Ala-Vuokki   (Suomussalmi )",48,19,73.7,17.6,243
"89840 Ylä-Vuokki   (Suomussalmi )",57,26,38.5,41.2,470
"89920 Ruhtinansalmi   (Suomussalmi )",351,161,51.6,24.5,299
"90100 Oulu Keskus   (Oulu )",8266,5835,63.6,14.0,121
"90120 Heinäpää   (Oulu )",6877,4988,64.8,15.9,112
"90130 Raksila   (Oulu )",6180,4259,61.4,13.9,134
"90140 Karjasilta   (Oulu )",3160,1859,69.7,10.9,141
"90150 Höyhtyä   (Oulu )",5899,3797,65.1,12.8,137
"90220 Kontinkangas   (Oulu )",653,527,54.3,12.0,128
"90230 Värttö-Maikkula   (Oulu )",7335,4677,68.9,10.2,125
"90240 Iinatti   (Oulu )",6232,4012,69.6,12.8,121
"90250 Kaukovainio   (Oulu )",6872,4697,52.7,24.1,176
"90310 Madekoski   (Oulu )",2818,1641,75.4,10.2,125
"90400 Äimärautio   (Oulu )",11837,7267,73.4,11.6,122
"90410 Kaakkuri   (Oulu )",4264,2759,73.4,11.0,109
"90440 Kempele Keskus   (Kempele )",9373,5234,71.3,12.6,149
"90450 Honkanen   (Kempele )",7930,4488,80.6,7.5,118
"90460 Oulunsalo Keskus   (Oulu )",8906,4941,73.5,10.9,144
"90470 Varjakka   (Oulu )",1248,656,70.6,12.8,166
"90480 Hailuoto   (Hailuoto )",959,460,72.4,9.8,184
"90500 Tuira   (Oulu )",8275,5450,53.0,22.9,184
"90510 Hietasaari   (Oulu )",1769,1236,69.5,13.8,105
"90520 Taskila-Toppila   (Oulu )",5647,4140,52.4,23.6,158
"90530 Välivainio   (Oulu )",5736,4249,59.9,17.4,123
"90540 Kuivasjärvi   (Oulu )",11858,6774,79.2,7.5,120
"90550 Pyykösjärvi-Puolivälikangas   (Oulu )",4422,2573,57.2,19.2,198
"90560 Koskela-Oulu   (Oulu )",2971,1881,63.7,15.4,146
"90570 Kaijonharju-Linnanmaa   (Oulu )",7424,5924,49.4,16.6,153
"90580 Rajakylä   (Oulu )",4362,2747,57.0,21.7,176
"90590 Teknologiakylä   (Oulu )",189,183,37.2,19.0,178
"90620 Rusko-Heikinharju   (Oulu )",550,314,63.4,14.6,172
"90630 Korvensuora   (Oulu )",7575,4649,78.3,9.3,108
"90650 Haapalehto   (Oulu )",10411,6201,70.1,12.7,138
"90660 Sanginsuu   (Oulu )",630,357,71.4,13.9,145
"90670 Hiukkavaara   (Oulu )",2421,1514,82.8,5.4,92
"90800 Pateniemi   (Oulu )",7884,4704,72.2,11.8,130
"90810 Kiviniemi   (Oulu )",2857,1647,75.1,10.4,129
"90820 Kello   (Oulu )",3311,1774,72.7,11.9,156
"90830 Haukipudas Keskus   (Oulu )",8377,4535,69.2,14.4,165
"90840 Haukipudas Asemanseutu   (Oulu )",1940,1028,69.6,13.7,169
"90850 Martinniemi   (Oulu )",2289,1272,66.0,17.8,172
"90860 Halosenniemi   (Oulu )",534,268,68.3,14.9,190
"90900 Kiiminki Keskus   (Oulu )",6757,3536,73.9,11.3,157
"90910 Kontio   (Oulu )",1713,885,75.1,9.3,156
"90940 Jääli   (Oulu )",5106,2975,73.6,12.3,132
"91100 Ii Keskus   (Ii )",6506,3451,70.0,13.7,168
"91110 Ii Asemanseutu   (Ii )",880,450,72.0,11.7,169
"91140 Olhava   (Ii )",370,205,62.4,22.0,187
"91150 Yli-Olhava   (Ii )",163,87,57.5,23.1,226
"91200 Yli-Ii Keskus   (Oulu )",1255,603,65.2,15.1,215
"91210 Jakkukylä   (Ii )",461,218,70.6,15.8,197
"91240 Tannila   (Oulu )",198,107,51.4,22.5,260
"91260 Pahkakoski-Räinä   (Oulu )",117,65,49.2,36.0,266
"91300 Ylikiiminki Keskus   (Oulu )",3274,1649,65.3,16.6,201
"91310 Arkala   (Oulu )",199,117,65.0,15.6,152
"91410 Jokirinne   (Muhos )",1036,549,73.2,7.6,158
"91430 Leppiniemi   (Muhos )",129,82,69.5,17.4,119
"91500 Muhos Keskus   (Muhos )",7263,3858,69.3,11.7,169
"91510 Rova   (Muhos )",484,264,76.9,8.1,136
"91560 Kylmälänkylä   (Muhos )",122,77,61.0,19.0,160
"91600 Utajärvi Keskus   (Utajärvi )",2041,1048,65.1,13.8,196
"91620 Sanginkylä   (Utajärvi )",180,87,59.8,21.2,240
"91630 Juorkuna   (Utajärvi )",92,40,47.5,34.5,300
"91640 Särkijärvi   (Utajärvi )",96,44,54.5,14.3,284
"91660 Ahmas   (Utajärvi )",275,169,69.8,12.6,127
"91670 Rokua   (Utajärvi )",2,..,..,..,..
"91700 Vaala Keskus-Oterma   (Vaala )",1511,729,62.1,17.0,231
"91710 Jylhämä   (Vaala )",47,24,54.2,23.5,262
"91720 Oterma   (Vaala )",58,30,60.0,18.2,222
"91730 Kankari   (Vaala )",107,48,70.8,15.0,215
"91740 Jaalanka-Liminpuro   (Vaala )",114,59,52.5,18.4,256
"91750 Liminpuro   (Vaala )",62,27,44.4,25.0,377
"91760 Säräisniemi   (Vaala )",274,136,62.5,19.8,215
"91780 Neittävä   (Vaala )",107,64,59.4,17.4,182
"91790 Nuojua   (Vaala )",161,83,69.9,17.1,173
"91800 Tyrnävä   (Tyrnävä )",5902,2973,74.2,9.5,166
"91900 Liminka Keskus   (Liminka )",6281,3235,75.4,8.8,156
"91910 Tupos   (Liminka )",3315,1628,82.1,5.4,148
"91930 Ala-Temmes   (Liminka )",445,239,72.4,10.8,156
"91950 Temmes   (Liminka )",654,342,65.2,15.2,188
"91980 Lumijoki   (Lumijoki )",2044,1009,71.1,10.8,182
"92100 Raahe Keskus   (Raahe )",4218,2388,60.7,15.3,188
"92120 Ollinsaari-Mestauskallio   (Raahe )",2914,1717,59.6,16.4,182
"92130 Isoholmi-Antinkangas   (Raahe )",3125,1670,71.9,9.1,157
"92140 Pattijoki Keskus   (Raahe )",6314,3321,74.0,9.4,155
"92150 Kummatti-Junnilanmäki   (Raahe )",1291,762,47.5,23.1,252
"92160 Saloinen   (Raahe )",1764,872,72.7,8.9,176
"92180 Lapaluoto   (Raahe )",135,80,53.8,21.8,214
"92210 Arkkukari   (Raahe )",912,413,73.6,9.5,196
"92220 Piehinki   (Raahe )",639,373,70.5,11.4,141
"92230 Mattilanperä   (Raahe )",232,128,76.6,10.9,137
"92240 Lasikangas   (Raahe )",295,163,73.0,7.8,146
"92260 Kopsa   (Raahe )",301,164,72.6,11.9,147
"92320 Siikajoki Keskus   (Siikajoki )",993,495,71.1,10.0,176
"92330 Karinkanta   (Siikajoki )",216,123,74.8,4.2,135
"92350 Revonlahti   (Siikajoki )",792,427,68.4,8.8,166
"92400 Ruukki Keskus   (Siikajoki )",1728,920,66.3,10.8,181
"92430 Paavola-Huumola   (Siikajoki )",935,468,68.8,11.8,188
"92440 Saarikoski   (Siikajoki )",39,29,69.0,16.7,95
"92450 Luohua   (Siikajoki )",343,163,68.1,11.2,206
"92470 Tuomioja   (Siikajoki )",263,139,77.0,8.5,137
"92500 Rantsila Keskus   (Siikalatva )",1464,748,66.0,14.7,193
"92520 Sipola   (Siikalatva )",67,35,60.0,12.5,205
"92530 Mankila   (Siikalatva )",163,90,66.7,10.4,167
"92600 Pulkkila Keskus   (Siikalatva )",1157,571,71.6,10.5,182
"92610 Vorna   (Siikalatva )",87,44,70.5,13.9,181
"92620 Piippola Keskus   (Siikalatva )",877,489,68.7,13.2,158
"92640 Leskelä   (Siikalatva )",194,115,67.8,15.2,146
"92650 Laakkola   (Siikalatva )",186,106,67.9,12.2,158
"92700 Kestilä   (Siikalatva )",1220,626,66.1,14.3,187
"92810 Pelsonsuo   (Vaala )",152,82,63.4,8.8,192
"92830 Veneheitto   (Vaala )",249,146,66.4,12.6,154
"92910 Tavastkenkä   (Pyhäntä )",280,162,71.0,9.4,139
"92920 Ahokylä   (Pyhäntä )",71,50,60.0,21.1,137
"92930 Pyhäntä   (Pyhäntä )",1200,618,69.9,10.2,174
"93100 Pudasjärvi Keskus   (Pudasjärvi )",4935,2426,62.4,14.3,220
"93140 Kipinä   (Pudasjärvi )",454,233,62.7,19.3,207
"93160 Hetejärvi   (Pudasjärvi )",256,125,61.6,18.9,233
"93170 Yli-Kollaja   (Pudasjärvi )",99,50,56.0,24.3,254
"93180 Ikosenniemi   (Pudasjärvi )",26,..,..,..,..
"93187 Ala-Siurua   (Pudasjärvi )",139,79,65.8,16.1,162
"93190 Yli-Siurua-Ikosenniemi   (Pudasjärvi )",121,64,54.7,22.2,236
"93195 Kokkokylä   (Pudasjärvi )",63,33,39.4,31.6,350
"93220 Livo   (Pudasjärvi )",91,43,60.5,16.1,237
"93225 Pärjänsuo   (Pudasjärvi )",230,111,65.8,18.9,211
"93240 Rytinki   (Pudasjärvi )",113,64,43.8,24.3,304
"93250 Sarajärvi   (Pudasjärvi )",231,112,47.3,30.3,328
"93270 Sotkajärvi   (Pudasjärvi )",446,254,63.8,15.2,167
"93277 Iinattijärvi   (Pudasjärvi )",155,88,48.9,24.6,237
"93280 Syöte   (Pudasjärvi )",233,137,64.2,16.2,165
"93290 Pintamo   (Pudasjärvi )",82,53,58.5,27.9,165
"93350 Jaurakkajärvi   (Pudasjärvi )",157,72,47.2,30.6,362
"93390 Puhoskylä   (Pudasjärvi )",194,106,56.6,21.1,223
"93400 Taivalkoski Keskus   (Taivalkoski )",3066,1623,63.3,15.2,193
"93420 Jurmu   (Taivalkoski )",230,139,64.0,14.4,156
"93440 Loukusa   (Taivalkoski )",49,29,65.5,13.6,158
"93470 Inget   (Taivalkoski )",141,76,63.2,12.7,194
"93540 Tyrövaara   (Taivalkoski )",352,170,66.5,19.3,209
"93590 Vanhala   (Taivalkoski )",203,122,55.7,28.4,190
"93600 Kuusamo   (Kuusamo )",9873,5493,66.0,11.9,168
"93700 Kurkijärvi - Oijusluoma   (Kuusamo )",1550,871,65.8,13.1,166
"93800 Muojärvi   (Kuusamo )",2251,1232,70.1,11.5,158
"93830 Rukatunturi   (Kuusamo )",843,525,75.8,8.9,111
"93900 Oulangan kansallispuisto   (Kuusamo )",709,356,63.8,13.0,199
"93999 Lososaari   (Kuusamo )",0,0,0.0,0.0,0
"94100 Kemi Keskus   (Kemi )",6398,3631,51.4,20.9,237
"94200 Torvinen-Vainio   (Kemi )",2388,1317,61.7,16.5,192
"94300 Pajusaari   (Kemi )",318,190,65.8,13.8,154
"94400 Keminmaa Keskus   (Keminmaa )",2730,1436,67.2,14.1,180
"94430 Kaakamo   (Tornio )",986,543,72.9,13.5,148
"94450 Lassila-Jokisuu   (Keminmaa )",2378,1426,78.2,8.3,112
"94460 Ruottala   (Tornio )",171,93,65.6,14.1,180
"94500 Lautiosaari   (Keminmaa )",2135,1169,66.5,15.8,169
"94600 Ristikangas-Kivikko   (Kemi )",2774,1613,70.3,10.4,143
"94700 Takajärvi-Haukkari   (Kemi )",5981,3435,63.4,16.7,172
"94720 Peurasaari   (Kemi )",1036,681,69.9,11.5,118
"94800 Veitsiluoto   (Kemi )",0,0,0.0,0.0,0
"94830 Pikku Berliini-Hepola   (Kemi )",1746,936,51.1,25.9,262
"94900 Ajos   (Kemi )",337,194,67.5,12.7,153
