"Postal code area","Inhabitants, 2016 (PT)","Employed, 2016 (PT)","Unemployed, 2016 (PT)","Children aged 0 to 14, 2016 (PT)","Students, 2016 (PT)","Pensioners, 2016 (PT)","Others, 2016 (PT)"
"80850 Paihola   (Kontiolahti )",559,218,37,104,56,117,27
"80910 Kulho   (Kontiolahti )",1605,727,91,416,98,253,20
"81100 Kontiolahti   (Kontiolahti )",2856,1039,209,478,204,848,78
"81120 Katajaranta   (Kontiolahti )",424,154,24,106,26,104,10
"81160 Romppala-Riihikangas   (Kontiolahti )",234,75,25,28,13,84,9
"81200 Eno Keskus   (Joensuu )",2722,862,226,343,158,1021,112
"81210 Louhioja   (Joensuu )",311,106,26,100,15,59,5
"81220 Jakokoski   (Kontiolahti )",725,335,38,170,56,114,12
"81230 Mönni   (Kontiolahti )",152,71,8,19,7,43,4
"81235 Lehtoi   (Kontiolahti )",292,126,25,78,16,40,7
"81260 Ahveninen   (Joensuu )",165,68,11,22,9,52,3
"81270 Paukkaja   (Joensuu )",109,36,9,19,5,36,4
"81280 Uimaharju   (Joensuu )",1679,466,148,165,76,766,58
"81290 Ukkola   (Joensuu )",243,72,22,35,12,94,8
"81295 Haapalahti   (Joensuu )",141,52,9,17,0,56,7
"81320 Kuismavaara   (Joensuu )",33,14,1,6,1,11,0
"81330 Luhtapohja   (Joensuu )",91,28,13,3,2,41,4
"81350 Tokrajärvi   (Ilomantsi )",142,48,19,19,5,50,1
"81360 Sarvinki   (Joensuu )",102,33,11,8,3,44,3
"81390 Revonkylä   (Joensuu )",85,21,6,14,2,40,2
"81420 Tyrjänsaari   (Ilomantsi )",74,23,8,4,0,39,0
"81430 Kivilahti   (Ilomantsi )",70,12,7,2,0,48,1
"81450 Huhus-Käenkoski   (Ilomantsi )",94,26,10,8,2,47,1
"81460 Käenkoski   (Ilomantsi )",27,..,..,..,..,..,..
"81470 Naarva   (Ilomantsi )",60,17,8,4,5,25,1
"81560 Vuonisjärvi   (Lieksa )",192,69,13,33,9,63,5
"81570 Kelvä   (Lieksa )",108,32,13,14,2,43,4
"81590 Vuonislahti   (Lieksa )",156,45,13,14,4,75,5
"81650 Hattuvaara   (Lieksa )",149,45,19,7,9,68,1
"81660 Lehmikylä   (Lieksa )",13,..,..,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",5522,1622,449,551,263,2472,165
"81720 Mähkö-Timitra   (Lieksa )",2829,891,201,339,177,1069,152
"81750 Pankakoski   (Lieksa )",871,272,95,68,41,364,31
"81810 Jamali   (Lieksa )",333,133,34,54,15,84,13
"81820 Kylänlahti   (Lieksa )",321,112,21,41,10,127,10
"81850 Mätäsvaara   (Lieksa )",139,35,11,6,6,76,5
"81860 Viekijärvi   (Lieksa )",351,110,29,32,9,152,19
"81950 Pankajärvi   (Lieksa )",80,34,6,8,5,25,2
"81970 Jongunjoki-Pankajärvi   (Lieksa )",169,39,18,19,7,78,8
"82110 Heinävaara   (Joensuu )",1060,450,65,258,79,183,25
"82120 Keskijärvi   (Joensuu )",217,75,16,40,11,70,5
"82140 Kiihtelysvaara Keskus   (Joensuu )",892,297,71,103,48,358,15
"82160 Oskola   (Joensuu )",60,18,5,11,0,24,2
"82170 Uskali   (Joensuu )",56,17,4,6,0,26,3
"82180 Huhtilampi   (Joensuu )",83,30,11,6,4,29,3
"82200 Hammaslahti   (Joensuu )",3183,1161,261,611,235,823,92
"82210 Suhmura   (Joensuu )",532,202,40,101,44,137,8
"82220 Niittylahti   (Joensuu )",2171,949,120,619,166,269,48
"82290 Nieminen   (Rääkkylä )",409,139,32,49,19,155,15
"82300 Rääkkylä Keskus   (Rääkkylä )",933,253,58,77,36,475,34
"82310 Oravisalo-Varpasalo   (Rääkkylä )",259,81,14,16,18,125,5
"82335 Rasivaara   (Rääkkylä )",645,205,61,79,26,246,28
"82350 Tikkala   (Tohmajärvi )",343,133,24,50,30,94,12
"82360 Onkamo   (Tohmajärvi )",433,156,36,71,30,120,20
"82380 Tolosenmäki   (Kitee )",453,163,34,63,21,156,16
"82395 Haarajärvi   (Kitee )",155,67,6,27,11,41,3
"82430 Puhos-Leinovaara   (Kitee )",890,291,74,99,65,328,33
"82460 Hummovaara   (Kitee )",109,36,15,20,4,30,4
"82490 Heinoniemi   (Kitee )",128,28,8,8,4,73,7
"82500 Kitee Keskus   (Kitee )",6097,1989,481,758,344,2290,235
"82510 Kiteenlahti   (Kitee )",258,110,10,49,10,72,7
"82580 Juurikka   (Kitee )",352,121,25,36,20,145,5
"82590 Närsäkkälä   (Kitee )",134,42,15,11,5,56,5
"82600 Tohmajärvi Keskus   (Tohmajärvi )",2846,926,223,348,159,1096,94
"82655 Värtsilä Keskus   (Tohmajärvi )",327,99,33,42,21,116,16
"82660 Uusi-Värtsilä   (Tohmajärvi )",206,67,30,21,13,64,11
"82670 Kaurila   (Tohmajärvi )",108,33,13,15,3,39,5
"82675 Niirala-Jänisjoki   (Tohmajärvi )",114,38,6,18,10,36,6
"82685 Littilä   (Tohmajärvi )",201,82,11,35,13,55,5
"82710 Kovero   (Joensuu )",432,148,44,33,28,167,12
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",743,195,105,64,30,331,18
"82750 Öllölä   (Joensuu )",113,27,19,8,3,51,5
"82760 Hoilola   (Joensuu )",91,23,15,2,2,47,2
"82770 Kaustajärvi   (Tohmajärvi )",28,..,..,..,..,..,..
"82815 Marjovaara   (Joensuu )",142,49,19,6,8,56,4
"82820 Maukkula   (Ilomantsi )",244,71,24,21,8,117,3
"82830 Haukivaara   (Ilomantsi )",104,31,12,14,5,41,1
"82840 Pirttiaho   (Joensuu )",34,6,6,3,1,18,0
"82850 Kinnasniemi   (Joensuu )",67,21,9,5,4,26,2
"82865 Kokinvaara-Mannervaara   (Joensuu )",39,10,4,1,1,22,1
"82870 Luutalahti   (Joensuu )",31,10,3,1,1,14,2
"82880 Mannervaara   (Joensuu )",25,..,..,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",3780,1164,310,386,149,1698,73
"82915 Sonkaja   (Ilomantsi )",204,72,10,27,10,80,5
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",123,45,13,8,4,50,3
"82967 Hattu   (Ilomantsi )",78,21,5,4,2,46,0
"82980 Möhkö   (Ilomantsi )",82,16,12,6,4,43,1
"83100 Liperi Keskus   (Liperi )",2558,843,171,350,125,981,88
"83130 Salokylä   (Liperi )",395,170,24,81,30,81,9
"83140 Puromäki   (Liperi )",135,54,11,29,12,28,1
"83150 Roukalahti   (Liperi )",214,79,14,29,11,72,9
"83160 Tutjunniemi   (Liperi )",157,46,12,15,4,71,9
"83320 Risti-Juojärvi   (Liperi )",77,30,11,9,3,20,4
"83330 Kaatamo   (Liperi )",235,77,18,44,6,84,6
"83340 Kaarnalampi   (Liperi )",87,36,7,14,2,25,3
"83400 Viinijärvi   (Liperi )",1463,519,110,200,84,486,64
"83430 Käsämä   (Liperi )",563,233,35,107,47,127,14
"83450 Vaivio   (Liperi )",349,170,20,61,25,69,4
"83460 Harinjärvi   (Liperi )",308,129,18,59,20,76,6
"83480 Ahonkylä   (Liperi )",185,71,11,24,10,63,6
"83500 Outokumpu Keskus   (Outokumpu )",6119,1861,467,869,503,2170,249
"83550 Kokonvaara   (Outokumpu )",158,63,9,23,5,54,4
"83630 Kuusjärvi   (Outokumpu )",420,147,37,58,26,139,13
"83660 Varislahti   (Outokumpu )",295,98,18,61,7,100,11
"83700 Polvijärvi Keskus   (Polvijärvi )",2470,734,202,294,146,1025,69
"83720 Kuorevaara   (Polvijärvi )",275,104,26,30,28,74,13
"83750 Sotkuma   (Polvijärvi )",526,216,32,110,36,127,5
"83760 Sola   (Polvijärvi )",89,29,11,19,1,29,0
"83780 Horsmanaho   (Polvijärvi )",229,87,18,36,6,75,7
"83825 Kinahmo   (Polvijärvi )",273,112,17,26,15,96,7
"83830 Hukkala   (Polvijärvi )",119,34,20,12,6,43,4
"83835 Ruvaslahti   (Polvijärvi )",233,72,11,28,21,93,8
"83840 Saarivaara   (Polvijärvi )",57,20,8,3,6,17,3
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",145,37,11,14,5,73,5
"83870 Polvela-Timovaara   (Juuka )",210,57,25,24,6,88,10
"83880 Kajoo   (Juuka )",177,49,15,16,10,74,13
"83900 Juuka Keskus   (Juuka )",3587,1152,280,407,162,1466,120
"83910 Paalasmaa   (Juuka )",73,18,5,4,2,41,3
"83915 Vihtasuo   (Juuka )",8,..,..,..,..,..,..
"83940 Nunnanlahti   (Juuka )",353,92,32,45,13,157,14
"83950 Ahmovaara   (Juuka )",459,134,41,46,17,198,23
"83960 Koli   (Lieksa )",249,102,20,24,11,86,6
"83985 Tuopanjoki   (Juuka )",1,..,..,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",13454,5316,821,2837,1024,3103,353
"84460 Tuomiperä   (Ylivieska )",194,72,11,48,11,47,5
"84540 Vähäkangas   (Ylivieska )",572,208,31,162,37,123,11
"84650 Kantokylä   (Ylivieska )",219,84,8,53,6,66,2
"84770 Isokoski   (Ylivieska )",99,31,11,19,7,31,0
"84880 Raudaskylä   (Ylivieska )",664,267,37,154,55,142,9
"85100 Kalajoki Keskus   (Kalajoki )",6917,2755,327,1295,433,1889,218
"85120 Metsä   (Kalajoki )",285,93,9,79,34,63,7
"85140 Tynkä   (Kalajoki )",844,358,39,192,54,178,23
"85150 Typpö   (Kalajoki )",315,103,10,70,19,105,8
"85160 Rautio   (Kalajoki )",624,220,29,175,27,154,19
"85180 Rahja   (Kalajoki )",470,187,19,77,34,134,19
"85200 Alavieska Keskus   (Alavieska )",2108,769,94,435,162,606,42
"85210 Kähtävä   (Alavieska )",239,117,9,35,20,49,9
"85230 Talus   (Alavieska )",265,90,16,46,21,80,12
"85310 Sievi Asemanseutu   (Sievi )",525,187,19,134,42,132,11
"85320 Markkula   (Sievi )",267,98,17,36,22,84,10
"85340 Jyrinki   (Sievi )",753,243,29,286,67,106,22
"85410 Sievi Keskus   (Sievi )",2025,669,105,516,177,496,62
"85430 Koivisto   (Sievi )",605,231,36,139,44,142,13
"85450 Joenkylä   (Sievi )",278,86,14,90,26,58,4
"85470 Kiiskilampi   (Sievi )",541,186,21,143,50,124,17
"85500 Nivala Keskus   (Nivala )",7526,2727,392,1761,542,1923,181
"85540 Mönkö   (Nivala )",577,206,24,173,47,118,9
"85560 Ainastalo   (Nivala )",466,156,31,101,41,125,12
"85580 Karvoskylä   (Nivala )",692,246,36,139,30,217,24
"85620 Sarja   (Nivala )",269,94,19,56,19,75,6
"85630 Sarjanahde   (Nivala )",602,193,30,213,49,104,13
"85640 Maliskylä   (Nivala )",522,199,35,82,30,165,11
"85660 Ruuskankylä   (Nivala )",179,60,11,41,8,52,7
"85710 Parkkila   (Haapajärvi )",379,129,17,92,22,102,17
"85730 Tulppo   (Haapajärvi )",124,46,8,16,9,41,4
"85800 Haapajärvi Keskus   (Haapajärvi )",5666,2045,289,1089,413,1611,219
"85820 Oksava   (Haapajärvi )",868,323,45,159,68,248,25
"85840 Kuona   (Haapajärvi )",319,106,10,92,32,71,8
"85900 Reisjärvi Keskus   (Reisjärvi )",1968,672,76,382,112,672,54
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",216,90,14,30,16,60,6
"85940 Räisälänmäki   (Reisjärvi )",258,109,7,61,25,54,2
"85980 Köyhänperä   (Reisjärvi )",364,144,20,68,28,92,12
"86100 Pyhäjoki Keskus   (Pyhäjoki )",1866,631,99,316,120,641,59
"86110 Parhalahti   (Pyhäjoki )",371,146,21,62,35,101,6
"86160 Pirttikoski   (Pyhäjoki )",304,110,16,38,19,118,3
"86170 Yppäri   (Pyhäjoki )",583,208,17,147,46,150,15
"86210 Petäjäskoski   (Oulainen )",203,74,4,61,23,38,3
"86220 Merijärvi Keskus   (Merijärvi )",833,263,29,226,76,204,35
"86230 Ylipää   (Merijärvi )",144,40,8,17,11,63,5
"86240 Pyhänkoski   (Merijärvi )",195,79,8,35,11,56,6
"86300 Oulainen Keskus   (Oulainen )",6701,2406,370,1257,489,2019,160
"86350 Kilpua   (Oulainen )",126,47,9,16,11,41,2
"86360 Ilveskorpi   (Raahe )",213,85,9,32,5,75,7
"86400 Vihanti Keskus   (Raahe )",1722,518,95,314,98,643,54
"86440 Lampinsaari   (Raahe )",261,60,17,40,18,113,13
"86460 Alpua   (Raahe )",394,135,15,87,31,115,11
"86470 Lumimetsä   (Raahe )",188,64,12,43,10,55,4
"86480 Karhukangas   (Haapavesi )",52,23,2,4,4,18,1
"86510 Matkaniva   (Oulainen )",305,110,18,57,15,98,7
"86530 Annonen   (Haapavesi )",176,67,12,27,11,53,6
"86550 Mieluskylä   (Haapavesi )",402,132,25,111,31,92,11
"86600 Haapavesi Keskus   (Haapavesi )",5411,1918,316,1156,411,1458,152
"86650 Kytökylä-Joutenniva   (Haapavesi )",492,194,28,104,35,119,12
"86680 Vatjusjärvi   (Haapavesi )",465,171,30,101,34,120,9
"86690 Karsikas   (Haapavesi )",171,50,9,23,3,78,8
"86710 Kärsämäki Keskus   (Kärsämäki )",2651,916,124,514,180,858,59
"86790 Venetpalo   (Kärsämäki )",0,0,0,0,0,0,0
"86800 Pyhäsalmi   (Pyhäjärvi )",4183,1328,232,602,207,1681,133
"86810 Pellikkaperä   (Pyhäjärvi )",181,64,7,41,14,48,7
"86850 Hiidenniemi   (Pyhäjärvi )",240,76,15,32,19,92,6
"86870 Vesikoski   (Pyhäjärvi )",263,85,17,31,6,112,12
"86900 Pyhäkumpu   (Pyhäjärvi )",496,177,37,72,27,168,15
"86980 Väliaho   (Pyhäjärvi )",61,21,5,6,1,27,1
"87100 Kajaani Keskus   (Kajaani )",5926,2138,401,335,562,2333,157
"87150 Purola   (Kajaani )",2325,934,159,405,249,538,40
"87200 Teppana   (Kajaani )",4040,1684,227,562,293,1179,95
"87250 Kättö-Kätönlahti   (Kajaani )",4388,1751,261,914,277,1085,100
"87300 Palokangas   (Kajaani )",1093,383,100,136,95,329,50
"87400 Petäisenniska   (Kajaani )",1802,701,119,274,127,542,39
"87500 Lehtikangas   (Kajaani )",5919,2455,345,1100,460,1418,141
"87700 Lohtaja-Kettu   (Kajaani )",4141,1621,403,733,435,746,203
"87800 Vuoreslahti   (Kajaani )",930,409,46,167,59,230,19
"87830 Nakertaja   (Kajaani )",1536,649,112,369,97,266,43
"87850 Paltaniemi   (Kajaani )",513,205,18,124,46,111,9
"87900 Karankalahti   (Kajaani )",452,196,33,76,27,112,8
"87910 Linnantaus   (Kajaani )",505,226,27,121,45,76,10
"87930 Salmijärvi   (Kajaani )",367,91,13,44,17,196,6
"87950 Kuluntalahti   (Kajaani )",961,418,29,278,72,140,24
"87970 Jormua   (Kajaani )",478,195,31,110,35,102,5
"88120 Tuhkakylä   (Sotkamo )",84,26,5,9,6,38,0
"88200 Otanmäki-Kytökoski   (Kajaani )",981,335,67,109,47,394,29
"88270 Vuolijoki Keskus   (Kajaani )",897,320,42,110,46,369,10
"88300 Paltamo Keskus   (Paltamo )",2287,733,146,274,137,921,76
"88310 Melalahti   (Paltamo )",222,73,23,33,6,80,7
"88340 Manamansalo   (Vaala )",91,25,12,1,2,48,3
"88350 Kivesjärvi   (Paltamo )",110,31,5,16,7,49,2
"88380 Mieslahti   (Paltamo )",237,83,9,38,18,84,5
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",1247,418,78,135,47,543,26
"88440 Jokikylä   (Ristijärvi )",57,27,3,1,1,23,2
"88460 Hiisijärvi   (Ristijärvi )",49,15,3,8,1,22,0
"88470 Kontiomäki   (Paltamo )",538,184,45,92,25,166,26
"88490 Pohjavaara   (Sotkamo )",253,104,13,41,11,79,5
"88530 Paakki   (Sotkamo )",105,47,7,20,4,27,0
"88600 Sotkamo Keskus   (Sotkamo )",6439,2425,361,916,342,2240,155
"88610 Vuokatti   (Sotkamo )",2568,1131,151,509,187,525,65
"88615 Vuokatin Urheiluopisto   (Sotkamo )",2,..,..,..,..,..,..
"88620 Korholanmäki   (Sotkamo )",498,222,14,101,30,122,9
"88640 Ontojoki   (Sotkamo )",79,37,3,6,8,24,1
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",187,69,10,32,16,57,3
"88690 Maanselkä   (Sotkamo )",54,23,2,6,1,22,0
"88730 Ylä-Vieksi   (Kuhmo )",133,35,18,8,4,68,0
"88740 Härmänkylä-Iivantiira   (Kuhmo )",84,25,10,7,4,37,1
"88760 Iivantiira   (Kuhmo )",151,61,21,10,5,52,2
"88820 Katerma   (Kuhmo )",9,..,..,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",7896,2633,608,971,382,3151,151
"88930 Lentiira-Kuumu   (Kuhmo )",292,90,32,16,7,141,6
"88940 Kuumu   (Kuhmo )",26,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",49,18,2,0,4,23,2
"89140 Kotila-Törmänmäki   (Puolanka )",86,38,5,13,5,23,2
"89200 Puolanka Keskus   (Puolanka )",2296,680,166,216,130,1042,62
"89210 Puokiovaara   (Puolanka )",60,17,6,11,3,19,4
"89320 Joukokylä   (Puolanka )",121,38,9,13,4,54,3
"89330 Suolijärvi   (Puolanka )",67,22,8,3,1,32,1
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",2095,669,143,204,92,947,40
"89430 Hoikka   (Hyrynsalmi )",44,17,0,8,2,17,0
"89440 Sakara   (Suomussalmi )",97,32,10,21,5,26,3
"89540 Moisiovaara   (Hyrynsalmi )",200,51,24,13,8,98,6
"89560 Karhuvaara   (Hyrynsalmi )",75,20,7,7,2,37,2
"89600 Ämmänsaari   (Suomussalmi )",5267,1731,443,606,267,2096,124
"89610 Jumaliskylä   (Suomussalmi )",57,17,7,3,1,28,1
"89640 Pesiökylä   (Suomussalmi )",116,51,10,19,9,25,2
"89660 Takalo   (Suomussalmi )",103,30,11,13,2,44,3
"89670 Näljänkä   (Suomussalmi )",224,62,18,11,12,116,5
"89680 Vaaranniva   (Suomussalmi )",95,26,8,6,1,52,2
"89730 Ahjola   (Suomussalmi )",29,..,..,..,..,..,..
"89740 Kianta   (Suomussalmi )",47,16,5,1,3,21,1
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",102,25,10,9,10,46,2
"89770 Peranka   (Suomussalmi )",41,12,4,3,1,21,0
"89780 Kaikkonen   (Suomussalmi )",59,19,10,2,2,25,1
"89800 Suomussalmi Keskus   (Suomussalmi )",1421,472,116,196,82,511,44
"89830 Ala-Vuokki   (Suomussalmi )",51,13,4,0,1,32,1
"89840 Ylä-Vuokki   (Suomussalmi )",61,13,6,0,1,40,1
"89920 Ruhtinansalmi   (Suomussalmi )",363,96,23,27,15,189,13
"90100 Oulu Keskus   (Oulu )",8211,3606,748,403,991,2222,241
"90120 Heinäpää   (Oulu )",6763,3087,716,398,728,1668,166
"90130 Raksila   (Oulu )",6200,2616,502,501,831,1546,204
"90140 Karjasilta   (Oulu )",3185,1312,210,369,316,914,64
"90150 Höyhtyä   (Oulu )",5817,2389,464,797,695,1356,116
"90220 Kontinkangas   (Oulu )",666,273,54,48,171,99,21
"90230 Värttö-Maikkula   (Oulu )",7341,3244,433,1022,798,1710,134
"90240 Iinatti   (Oulu )",6246,2790,507,1066,510,1227,146
"90250 Kaukovainio   (Oulu )",6795,2378,868,794,952,1562,241
"90310 Madekoski   (Oulu )",2876,1203,186,760,262,400,65
"90400 Äimärautio   (Oulu )",11674,5110,836,3438,1058,977,255
"90410 Kaakkuri   (Oulu )",4179,1966,321,887,332,572,101
"90440 Kempele Keskus   (Kempele )",9322,3644,664,1953,707,2139,215
"90450 Honkanen   (Kempele )",7676,3406,351,2231,597,971,120
"90460 Oulunsalo Keskus   (Oulu )",8790,3587,508,2397,746,1359,193
"90470 Varjakka   (Oulu )",1235,452,86,369,94,204,30
"90480 Hailuoto   (Hailuoto )",985,335,44,129,37,419,21
"90500 Tuira   (Oulu )",8223,2837,959,588,958,2564,317
"90510 Hietasaari   (Oulu )",1779,838,162,221,139,371,48
"90520 Taskila-Toppila   (Oulu )",5404,2006,728,786,770,856,258
"90530 Välivainio   (Oulu )",5739,2469,608,472,756,1260,174
"90540 Kuivasjärvi   (Oulu )",11731,5298,525,3875,918,894,221
"90550 Pyykösjärvi-Puolivälikangas   (Oulu )",4456,1475,463,674,417,1275,152
"90560 Koskela-Oulu   (Oulu )",2934,1165,272,375,280,760,82
"90570 Kaijonharju-Linnanmaa   (Oulu )",7507,2894,706,896,1884,743,384
"90580 Rajakylä   (Oulu )",4388,1523,521,645,454,1064,181
"90590 Teknologiakylä   (Oulu )",1,..,..,..,..,..,..
"90620 Rusko-Heikinharju   (Oulu )",560,198,49,112,32,151,18
"90630 Korvensuora   (Oulu )",7339,3408,477,1893,558,856,147
"90650 Haapalehto   (Oulu )",10473,4337,762,1893,906,2337,238
"90660 Sanginsuu   (Oulu )",629,263,38,109,31,177,11
"90670 Hiukkavaara   (Oulu )",1644,794,81,530,90,115,34
"90800 Pateniemi   (Oulu )",8084,3438,542,1576,649,1708,171
"90810 Kiviniemi   (Oulu )",2883,1239,182,646,245,518,53
"90820 Kello   (Oulu )",3373,1284,241,916,252,615,65
"90830 Haukipudas Keskus   (Oulu )",8300,3101,604,2076,639,1712,168
"90840 Haukipudas Asemanseutu   (Oulu )",1942,704,133,575,174,310,46
"90850 Martinniemi   (Oulu )",2323,822,236,624,163,423,55
"90860 Halosenniemi   (Oulu )",537,185,31,138,39,134,10
"90900 Kiiminki Keskus   (Oulu )",6791,2586,386,1905,535,1222,157
"90910 Kontio   (Oulu )",1722,651,86,593,162,181,49
"90940 Jääli   (Oulu )",5110,2183,334,1207,398,901,87
"91100 Ii Keskus   (Ii )",6530,2334,474,1736,492,1342,152
"91110 Ii Asemanseutu   (Ii )",874,312,61,227,66,188,20
"91140 Olhava   (Ii )",375,117,45,46,17,142,8
"91150 Yli-Olhava   (Ii )",165,53,14,26,12,60,0
"91200 Yli-Ii Keskus   (Oulu )",1265,391,91,311,79,356,37
"91210 Jakkukylä   (Ii )",467,152,28,132,38,104,13
"91240 Tannila   (Oulu )",193,56,19,24,9,80,5
"91260 Pahkakoski-Räinä   (Oulu )",118,36,18,12,1,49,2
"91300 Ylikiiminki Keskus   (Oulu )",3257,1079,246,876,188,796,72
"91310 Arkala   (Oulu )",212,80,20,57,12,35,8
"91410 Jokirinne   (Muhos )",1030,382,57,336,88,142,25
"91430 Leppiniemi   (Muhos )",131,54,16,34,13,9,5
"91500 Muhos Keskus   (Muhos )",7252,2667,420,1757,531,1675,202
"91510 Rova   (Muhos )",466,189,26,108,30,102,11
"91560 Kylmälänkylä   (Muhos )",125,47,10,28,9,24,7
"91600 Utajärvi Keskus   (Utajärvi )",2086,685,129,390,128,702,52
"91620 Sanginkylä   (Utajärvi )",186,55,12,35,12,66,6
"91630 Juorkuna   (Utajärvi )",96,20,10,1,1,61,3
"91640 Särkijärvi   (Utajärvi )",99,25,8,5,1,58,2
"91660 Ahmas   (Utajärvi )",276,116,18,29,17,91,5
"91670 Rokua   (Utajärvi )",1,..,..,..,..,..,..
"91700 Vaala Keskus-Oterma   (Vaala )",1543,468,87,199,83,670,36
"91710 Jylhämä   (Vaala )",55,11,10,6,2,24,2
"91720 Oterma   (Vaala )",61,18,7,2,4,30,0
"91730 Kankari   (Vaala )",108,34,5,12,4,53,0
"91740 Jaalanka-Liminpuro   (Vaala )",123,29,13,11,2,62,6
"91750 Liminpuro   (Vaala )",61,14,3,9,4,30,1
"91760 Säräisniemi   (Vaala )",289,87,21,24,12,141,4
"91780 Neittävä   (Vaala )",114,42,11,17,7,34,3
"91790 Nuojua   (Vaala )",160,59,9,37,14,37,4
"91800 Tyrnävä   (Tyrnävä )",5904,2191,307,1969,451,830,156
"91900 Liminka Keskus   (Liminka )",6184,2352,301,1982,465,935,149
"91910 Tupos   (Liminka )",3283,1272,109,1330,321,171,80
"91930 Ala-Temmes   (Liminka )",438,169,20,101,33,104,11
"91950 Temmes   (Liminka )",665,237,41,139,35,190,23
"91980 Lumijoki   (Lumijoki )",2051,706,93,617,139,425,71
"92100 Raahe Keskus   (Raahe )",4080,1373,321,455,262,1515,154
"92120 Ollinsaari-Mestauskallio   (Raahe )",3009,1053,270,550,227,755,154
"92130 Isoholmi-Antinkangas   (Raahe )",3156,1221,152,543,204,972,64
"92140 Pattijoki Keskus   (Raahe )",6283,2444,311,1611,457,1295,165
"92150 Kummatti-Junnilanmäki   (Raahe )",1303,355,127,166,121,438,96
"92160 Saloinen   (Raahe )",1770,628,89,367,112,527,47
"92180 Lapaluoto   (Raahe )",136,45,12,7,4,66,2
"92210 Arkkukari   (Raahe )",925,303,46,312,76,167,21
"92220 Piehinki   (Raahe )",662,273,47,114,45,169,14
"92230 Mattilanperä   (Raahe )",229,99,11,49,23,44,3
"92240 Lasikangas   (Raahe )",297,118,11,69,10,72,17
"92260 Kopsa   (Raahe )",307,126,15,55,12,93,6
"92320 Siikajoki Keskus   (Siikajoki )",1001,358,49,231,78,264,21
"92330 Karinkanta   (Siikajoki )",229,90,10,46,10,69,4
"92350 Revonlahti   (Siikajoki )",796,288,39,223,63,143,40
"92400 Ruukki Keskus   (Siikajoki )",1690,601,101,331,111,489,57
"92430 Paavola-Huumola   (Siikajoki )",968,330,39,198,75,297,29
"92440 Saarikoski   (Siikajoki )",40,21,3,6,0,9,1
"92450 Luohua   (Siikajoki )",347,116,13,108,19,81,10
"92470 Tuomioja   (Siikajoki )",255,99,12,63,10,64,7
"92500 Rantsila Keskus   (Siikalatva )",1503,520,73,290,83,489,48
"92520 Sipola   (Siikalatva )",72,21,9,7,7,27,1
"92530 Mankila   (Siikalatva )",167,70,8,31,9,47,2
"92600 Pulkkila Keskus   (Siikalatva )",1176,416,46,180,70,439,25
"92610 Vorna   (Siikalatva )",90,32,2,18,9,26,3
"92620 Piippola Keskus   (Siikalatva )",917,349,59,144,53,292,20
"92640 Leskelä   (Siikalatva )",190,80,16,17,9,66,2
"92650 Laakkola   (Siikalatva )",178,72,11,31,10,49,5
"92700 Kestilä   (Siikalatva )",1263,460,67,149,67,494,26
"92810 Pelsonsuo   (Vaala )",161,52,10,34,10,50,5
"92830 Veneheitto   (Vaala )",272,103,21,40,14,88,6
"92910 Tavastkenkä   (Pyhäntä )",280,112,14,43,21,86,4
"92920 Ahokylä   (Pyhäntä )",70,35,4,10,4,15,2
"92930 Pyhäntä   (Pyhäntä )",1206,433,57,280,77,327,32
"93100 Pudasjärvi Keskus   (Pudasjärvi )",4994,1552,318,844,310,1833,137
"93140 Kipinä   (Pudasjärvi )",475,140,37,88,41,152,17
"93160 Hetejärvi   (Pudasjärvi )",241,69,16,49,13,83,11
"93170 Yli-Kollaja   (Pudasjärvi )",102,32,3,22,5,35,5
"93180 Ikosenniemi   (Pudasjärvi )",25,..,..,..,..,..,..
"93187 Ala-Siurua   (Pudasjärvi )",137,51,12,15,6,49,4
"93190 Yli-Siurua-Ikosenniemi   (Pudasjärvi )",116,37,10,9,4,49,7
"93195 Kokkokylä   (Pudasjärvi )",59,13,7,3,2,31,3
"93220 Livo   (Pudasjärvi )",94,33,5,14,5,37,0
"93225 Pärjänsuo   (Pudasjärvi )",232,68,19,53,19,68,5
"93240 Rytinki   (Pudasjärvi )",114,28,9,8,4,60,5
"93250 Sarajärvi   (Pudasjärvi )",233,52,22,24,21,108,6
"93270 Sotkajärvi   (Pudasjärvi )",452,170,37,61,31,141,12
"93277 Iinattijärvi   (Pudasjärvi )",152,44,19,20,4,59,6
"93280 Syöte   (Pudasjärvi )",236,90,21,36,13,70,6
"93290 Pintamo   (Pudasjärvi )",89,32,13,13,2,26,3
