"Postal code area","Workplaces, 2015 (TP)","Primary production, 2015 (TP)","Processing, 2015 (TP)","Services, 2015 (TP)","A Agriculture, forestry and fishing, 2015 (TP)","B Mining and quarrying, 2015 (TP)","C Manufacturing, 2015 (TP)","D Electricity, gas, steam and air conditioning supply, 2015 (TP)","E Water supply; sewerage, waste management and remediation activities, 2015 (TP)","F Construction, 2015 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2015 (TP)","H Transportation and storage, 2015 (TP)","I Accommodation and food service activities, 2015 (TP)","J Information and communication, 2015 (TP)","K Financial and insurance activities, 2015 (TP)","L Real estate activities, 2015 (TP)","M Professional, scientific and technical activities, 2015 (TP)","N Administrative and support service activities, 2015 (TP)","O Public administration and defence; compulsory social security, 2015 (TP)","P Education, 2015 (TP)","Q Human health and social work activities, 2015 (TP)","R Arts, entertainment and recreation, 2015 (TP)","S Other service activities, 2015 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2015 (TP)","U Activities of extraterritorial organisations and bodies, 2015 (TP)","X Industry unknown, 2015 (TP)"
"02550 Evitskog   (Kirkkonummi )",142,10,34,98,10,0,2,0,4,28,11,26,0,1,0,0,15,7,0,0,24,13,1,0,0,0
"02570 Siuntio Kirkonkylä   (Siuntio )",292,35,29,228,35,0,6,0,0,23,21,27,30,3,0,1,7,7,0,23,75,7,27,0,0,0
"02580 Siuntio Asemanseutu   (Siuntio )",768,33,107,628,33,0,18,0,2,87,98,47,25,3,9,8,42,51,36,73,189,42,5,0,0,0
"02590 Lappers   (Siuntio )",47,7,4,36,7,0,0,0,0,4,7,2,0,0,0,1,0,2,0,0,22,1,1,0,0,0
"02600 Etelä-Leppävaara   (Espoo )",12483,2,1773,10708,2,0,583,256,0,934,2918,63,348,2501,544,121,2372,276,42,316,776,243,188,0,0,0
"02610 Kilo   (Espoo )",5363,1,3899,1463,1,0,3796,0,2,101,349,413,67,77,1,4,51,38,0,174,277,4,8,0,0,0
"02620 Karakallio   (Espoo )",818,3,111,704,3,0,25,0,0,86,107,37,27,20,4,44,32,21,0,119,226,26,41,0,0,0
"02630 Nihtisilta   (Espoo )",6088,3,681,5404,3,0,459,0,0,222,979,768,125,1474,64,111,561,295,551,107,216,117,36,0,0,0
"02650 Pohjois-Leppävaara   (Espoo )",3571,1,120,3450,1,0,48,0,16,56,212,33,204,298,6,29,178,127,84,859,611,707,102,0,0,0
"02660 Lintuvaara   (Espoo )",588,2,80,506,2,0,3,0,0,77,48,41,20,11,9,4,34,37,0,118,173,6,5,0,0,0
"02680 Uusmäki   (Espoo )",78,0,22,56,0,0,9,0,0,13,3,5,6,2,0,1,14,2,0,0,17,2,4,0,0,0
"02700 Kauniainen   (Kauniainen )",2094,7,58,2029,7,0,20,0,0,38,140,17,66,27,37,21,127,60,88,407,801,90,148,0,0,0
"02710 Viherlaakso   (Espoo )",1204,6,126,1072,6,0,37,0,0,89,162,85,23,29,1,6,64,33,0,118,513,10,28,0,0,0
"02720 Lähderanta   (Espoo )",332,1,20,311,1,0,0,0,0,20,65,7,12,2,1,6,19,10,0,18,145,6,20,0,0,0
"02730 Jupperi   (Espoo )",376,3,36,337,3,0,2,1,0,33,39,16,7,12,1,4,38,37,0,44,61,73,5,0,0,0
"02740 Bemböle-Pakankylä   (Espoo )",3253,4,140,3109,4,0,1,0,1,138,751,23,110,4,0,8,41,265,0,23,1829,21,34,0,0,0
"02750 Sepänkylä-Kuurinniitty   (Espoo )",543,3,87,453,3,0,1,0,0,86,29,61,43,12,1,4,45,18,41,74,93,26,6,0,0,0
"02760 Tuomarila-Suvela   (Espoo )",1121,8,76,1037,8,0,7,0,0,69,99,34,81,23,2,2,59,89,6,178,369,28,67,0,0,0
"02770 Espoon Keskus   (Espoo )",6678,1,456,6221,1,2,35,0,24,395,1028,86,210,30,33,18,574,367,1193,905,1295,129,353,0,0,0
"02780 Kauklahti   (Espoo )",2076,11,643,1422,11,0,444,0,36,163,382,151,72,37,1,28,65,140,0,163,295,36,52,0,0,0
"02810 Gumböle-Karhusuo   (Espoo )",250,0,82,168,0,0,16,0,0,66,23,50,1,3,0,2,5,24,0,21,21,12,6,0,0,0
"02820 Nupuri-Nuuksio   (Espoo )",341,1,96,244,1,1,4,0,35,56,14,39,25,1,1,6,13,42,0,44,24,28,7,0,0,0
"02860 Siikajärvi   (Espoo )",94,0,29,65,0,0,0,0,0,29,2,8,19,1,1,0,7,1,0,0,20,5,1,0,0,0
"02880 Veikkola   (Kirkkonummi )",882,5,259,618,5,0,134,0,0,125,130,48,12,9,1,6,55,25,0,100,174,32,26,0,0,0
"02920 Niipperi   (Espoo )",3524,6,1542,1976,6,0,677,0,167,698,1329,192,51,18,1,5,71,72,0,81,114,8,34,0,0,0
"02940 Lippajärvi-Järvenperä   (Espoo )",1446,29,184,1233,29,0,39,0,0,145,96,81,41,18,1,12,92,56,0,152,603,48,33,0,0,0
"02970 Kalajärvi   (Espoo )",611,3,141,467,3,0,14,0,0,127,86,53,48,6,1,10,18,46,0,66,88,32,13,0,0,0
"02980 Lakisto   (Espoo )",767,0,13,754,0,0,0,0,0,13,0,4,11,0,0,1,0,1,0,0,720,6,11,0,0,0
"03100 Nummela   (Vihti )",4870,36,1327,3507,36,0,827,0,26,474,734,205,198,50,62,59,259,157,152,450,952,98,131,0,0,0
"03150 Huhmari   (Vihti )",144,0,56,88,0,0,26,0,0,30,5,19,0,18,1,1,3,1,0,24,12,1,3,0,0,0
"03220 Tervalampi   (Vihti )",131,1,5,125,1,0,0,0,0,5,2,5,2,0,0,0,6,3,0,10,93,3,1,0,0,0
"03250 Ojakkala   (Vihti )",330,25,138,167,25,1,49,0,0,88,18,28,12,5,0,3,9,4,0,27,29,24,8,0,0,0
"03300 Otalampi   (Vihti )",351,20,90,241,20,0,22,0,0,68,33,35,30,2,0,0,17,23,0,51,36,11,3,0,0,0
"03320 Selki   (Vihti )",79,3,14,62,3,1,1,0,0,12,51,1,0,0,0,0,3,1,0,0,5,0,1,0,0,0
"03400 Vihti Kirkonkylä   (Vihti )",1323,80,275,968,80,0,50,2,0,223,111,127,48,15,0,4,56,14,0,107,403,16,60,7,0,0
"03430 Jokikunta   (Vihti )",93,14,47,32,14,0,1,0,0,46,3,2,0,0,0,0,3,2,0,4,0,15,3,0,0,0
"03600 Karkkila Keskus   (Karkkila )",2279,28,1016,1235,28,0,849,0,7,160,292,115,73,23,22,13,77,63,59,120,273,28,77,0,0,0
"03620 Polari   (Karkkila )",289,14,99,176,14,1,45,0,1,52,45,13,4,0,2,0,7,7,0,8,84,0,6,0,0,0
"03710 Uusitalo   (Karkkila )",46,10,6,30,10,0,2,0,0,4,2,11,0,0,0,0,1,4,0,0,9,3,0,0,0,0
"03790 Vihtijärvi   (Vihti )",68,10,6,52,10,0,2,0,0,4,6,11,7,1,0,0,2,3,0,4,13,1,4,0,0,0
"03810 Ikkala   (Lohja )",112,11,72,29,11,0,45,0,0,27,7,4,0,2,0,0,2,1,0,3,7,2,1,0,0,0
"03850 Pusula   (Lohja )",321,40,73,208,40,0,7,0,0,66,35,29,4,0,4,1,12,2,0,11,96,2,12,0,0,0
"03870 Hyönölä   (Lohja )",42,3,8,31,3,0,5,0,0,3,1,26,1,0,0,0,1,2,0,0,0,0,0,0,0,0
"04130 Sipoo   (Sipoo )",2025,58,209,1758,58,0,85,0,2,122,158,106,45,20,44,6,88,41,161,247,689,37,116,0,0,0
"04150 Martinkylä   (Sipoo )",136,10,50,76,10,0,1,0,0,49,10,8,0,0,0,0,26,18,0,1,12,1,0,0,0,0
"04170 Paippinen   (Sipoo )",171,27,40,104,27,0,7,0,0,33,12,28,21,1,0,1,10,5,0,12,13,0,1,0,0,0
"04200 Kerava Keskus   (Kerava )",4798,3,482,4313,3,0,248,87,0,147,1105,460,233,12,95,44,151,147,511,417,965,67,106,0,0,0
"04220 Ahjo-Kaskela   (Kerava )",1448,16,371,1061,16,0,194,0,0,177,373,386,13,2,0,3,82,54,0,31,98,9,10,0,0,0
"04230 Pihkaniitty   (Kerava )",376,1,68,307,1,0,2,0,0,66,41,25,4,16,0,1,30,17,0,38,116,8,11,0,0,0
"04240 Talma   (Sipoo )",238,9,80,149,9,0,51,0,0,29,29,20,1,1,1,0,18,16,0,15,26,22,0,0,0,0
"04250 Alikerava   (Kerava )",3288,5,1593,1690,5,2,1175,23,17,376,550,51,31,112,10,13,115,130,31,142,128,53,321,3,0,0
"04260 Savio   (Kerava )",1471,4,417,1050,4,0,229,0,53,135,462,48,15,19,0,19,128,101,0,66,159,16,17,0,0,0
"04300 Hyrylä   (Tuusula )",5784,11,1756,4016,11,25,1107,6,83,535,1029,481,183,78,50,53,268,276,204,290,885,89,130,0,0,1
"04310 Tuusula Keskus   (Tuusula )",771,2,162,607,2,0,22,0,0,140,29,29,103,4,1,3,13,8,66,108,148,60,35,0,0,0
"04320 Riihikallio   (Tuusula )",675,11,107,557,11,0,23,0,3,81,128,102,19,7,4,3,17,14,0,58,185,1,19,0,0,0
"04330 Lahela   (Tuusula )",151,8,42,101,8,0,11,0,0,31,21,17,0,5,1,0,14,20,0,0,15,4,4,0,0,0
"04340 Mattila   (Tuusula )",210,1,39,170,1,0,16,0,0,23,30,13,0,3,1,1,11,17,0,0,83,1,10,0,0,0
"04350 Nahkela   (Tuusula )",59,11,15,33,11,0,2,0,0,13,7,15,0,0,0,0,5,1,0,5,0,0,0,0,0,0
"04360 Ruotsinkylä-Kiilinmäki   (Tuusula )",2268,5,852,1411,5,0,329,0,0,523,373,784,10,5,2,18,76,69,0,13,5,0,56,0,0,0
"04370 Rusutjärvi   (Tuusula )",122,5,53,64,5,0,3,0,0,50,5,11,0,2,0,0,3,21,0,14,0,4,4,0,0,0
"04380 Tuomala   (Tuusula )",92,12,9,71,12,0,0,0,0,9,2,0,0,4,0,0,6,12,0,38,3,5,1,0,0,0
"04390 Jäniksenlinna   (Tuusula )",82,8,42,32,8,0,21,0,0,21,3,11,0,1,1,0,4,2,0,8,1,0,1,0,0,0
"04400 Loutti   (Järvenpää )",3694,3,139,3550,3,0,35,0,6,98,524,76,252,42,222,83,164,201,416,803,458,52,257,0,0,2
"04410 Järvenpää Keskus   (Järvenpää )",3267,1,392,2874,1,0,164,0,1,227,288,135,137,18,2,26,147,128,417,346,1088,75,67,0,0,0
"04420 Kyrölä   (Järvenpää )",329,1,58,270,1,0,15,0,0,43,67,4,10,0,0,4,35,21,0,27,88,4,10,0,0,0
"04430 Kinnari-Mikonkorpi   (Järvenpää )",1321,2,379,940,2,0,175,19,17,168,436,49,45,20,4,12,77,71,0,96,71,36,23,0,0,0
"04440 Jamppa   (Järvenpää )",2200,1,1540,659,1,0,1245,0,18,277,228,31,25,12,3,21,73,112,1,79,66,1,7,0,0,0
"04460 Nummenkylä   (Tuusula )",124,1,46,77,1,1,3,0,0,42,8,6,0,0,2,0,3,16,0,0,35,2,5,0,0,0
"04480 Haarajoki   (Mäntsälä )",352,7,88,257,7,10,9,0,5,64,32,37,10,8,1,3,11,15,0,23,113,1,3,0,0,0
"04500 Kellokoski   (Tuusula )",1682,10,360,1312,10,0,134,0,2,224,98,87,32,12,0,6,34,77,0,120,814,8,24,0,0,0
"04530 Ohkola   (Mäntsälä )",102,10,30,62,10,0,1,0,0,29,2,21,3,2,0,1,6,7,0,6,9,0,5,0,0,0
"04600 Mäntsälä Keskus   (Mäntsälä )",3316,32,496,2788,32,0,165,66,27,238,883,168,78,42,43,24,108,69,142,253,771,30,177,0,0,0
"04620 Kaunismäki   (Mäntsälä )",179,2,58,119,2,0,31,0,0,27,15,8,0,2,0,0,17,1,0,1,71,0,4,0,0,0
"04630 Sääksjärvi   (Mäntsälä )",87,21,18,48,21,6,2,0,0,10,4,0,1,0,0,0,4,7,0,8,23,0,1,0,0,0
"04660 Numminen   (Mäntsälä )",394,29,224,141,29,0,117,0,1,106,29,31,4,1,1,1,1,12,0,15,32,9,5,0,0,0
"04680 Hirvihaara   (Mäntsälä )",244,12,80,152,12,0,27,0,0,53,10,88,16,0,0,12,2,4,0,6,4,6,4,0,0,0
"04740 Sälinkää   (Mäntsälä )",166,36,54,76,36,0,24,0,0,30,14,29,4,1,1,0,5,1,0,14,4,1,2,0,0,0
"04770 Sahakylä   (Mäntsälä )",41,31,3,7,31,0,0,0,0,3,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"04820 Kaukalampi   (Mäntsälä )",44,14,17,13,14,0,2,0,0,15,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"04840 Hautjärvi   (Mäntsälä )",35,13,1,21,13,0,0,0,0,1,0,18,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"04920 Saarentaus   (Mäntsälä )",174,6,11,157,6,0,1,0,0,10,6,12,0,0,2,0,0,0,0,127,10,0,0,0,0,0
"04940 Levanto   (Mäntsälä )",31,9,12,10,9,0,2,0,0,10,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"05100 Röykkä   (Nurmijärvi )",275,25,67,183,25,0,0,0,0,67,37,54,5,2,0,1,12,8,0,23,26,9,6,0,0,0
"05200 Rajamäki   (Nurmijärvi )",1995,30,856,1109,30,0,737,0,21,98,132,320,32,7,2,7,51,35,0,254,149,64,56,0,0,0
"05250 Kiljava   (Nurmijärvi )",122,3,2,117,3,0,0,0,0,2,1,1,17,0,0,0,0,0,0,67,28,0,3,0,0,0
"05400 Jokela   (Tuusula )",795,32,171,592,32,5,81,2,0,83,137,24,16,1,3,3,31,31,32,120,124,41,29,0,0,0
"05430 Nuppulinna   (Tuusula )",118,12,73,33,12,0,4,0,0,69,5,2,0,0,1,0,7,12,0,1,3,1,1,0,0,0
"05440 Hyvinkää   (Hyvinkää )",28,0,20,8,0,0,16,0,0,4,0,2,1,0,0,0,1,0,0,0,1,0,3,0,0,0
"05450 Nukari   (Nurmijärvi )",187,28,41,118,28,0,10,0,0,31,21,14,0,1,1,2,9,3,0,10,53,2,2,0,0,0
"05460 Hakalanmäki-Hakala   (Hyvinkää )",1506,2,330,1174,2,0,139,0,6,185,386,70,18,13,0,1,170,80,0,75,355,2,4,0,0,0
"05470 Palopuro   (Hyvinkää )",46,6,14,26,6,0,0,0,0,14,0,3,3,0,0,1,2,2,0,0,13,0,2,0,0,0
"05510 Päivärinta   (Hyvinkää )",86,4,30,52,4,0,21,0,0,9,2,17,1,1,0,0,3,1,0,11,12,0,4,0,0,0
"05620 Noppo   (Hyvinkää )",376,6,61,309,6,0,3,0,0,58,257,23,0,1,0,1,8,6,0,10,1,0,2,0,0,0
"05720 Kytäjä   (Hyvinkää )",110,19,47,44,19,0,15,0,0,32,1,4,3,0,0,0,1,2,0,7,1,22,3,0,0,0
"05800 Hyvinkää Keskus   (Hyvinkää )",7011,13,1324,5674,13,0,713,28,9,574,1542,242,438,82,236,122,219,341,229,625,1132,179,287,0,0,0
"05810 Martti   (Hyvinkää )",711,0,112,599,0,0,27,0,0,85,159,26,13,3,0,12,80,21,0,62,190,4,29,0,0,0
"05820 Mustamännistö   (Hyvinkää )",756,16,376,364,16,0,251,0,0,125,55,69,19,4,0,7,35,18,0,55,73,5,24,0,0,0
"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )",3619,4,2609,1006,4,11,1962,0,0,636,258,113,70,11,5,6,291,13,52,101,59,13,14,0,0,0
"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )",902,15,282,605,15,0,141,0,0,141,302,21,7,31,1,1,18,20,0,69,120,1,14,0,0,0
"05850 Hyvinkää, sairaala-alue   (Hyvinkää )",1367,0,0,1367,0,0,0,0,0,0,8,0,10,7,0,0,0,133,0,0,1209,0,0,0,0,0
"05860 Talvisilta   (Hyvinkää )",62,0,6,56,0,0,0,0,0,6,11,10,6,0,0,0,9,0,0,12,2,1,5,0,0,0
"05880 Paavola-Vaivero   (Hyvinkää )",359,0,89,270,0,0,36,0,23,30,76,56,19,1,0,1,23,3,0,25,46,13,7,0,0,0
"05900 Vieremä   (Hyvinkää )",1083,1,116,966,1,10,54,0,36,16,31,9,11,3,0,15,137,184,192,31,343,1,9,0,0,0
"05950 Ridasjärvi   (Hyvinkää )",160,11,26,123,11,0,19,0,0,7,4,24,1,0,0,2,4,0,0,5,81,2,0,0,0,0
"06100 Porvoo Keskus   (Porvoo )",7738,41,444,7253,41,0,152,72,56,164,1101,315,584,119,201,141,358,465,628,957,1709,202,473,0,0,0
"06150 Kevätkumpu   (Porvoo )",4084,2,1736,2346,2,1,1452,0,23,260,692,421,71,38,4,5,71,73,0,33,896,17,25,0,0,0
"06200 Porvoo itäinen   (Porvoo )",398,52,118,228,52,0,15,0,9,94,14,21,12,1,2,1,15,18,0,7,112,6,19,0,0,0
"06400 Gammelbacka   (Porvoo )",731,2,51,678,2,0,5,0,0,46,48,47,134,0,1,1,24,22,0,176,172,16,37,0,0,0
"06450 Eestinmäki-Ernestas   (Porvoo )",751,4,389,358,4,0,135,0,20,234,117,44,16,2,4,8,56,35,0,39,32,3,2,0,0,0
"06500 Saksala-Suomenkylä   (Porvoo )",218,33,73,112,33,1,2,0,0,70,22,14,3,2,0,2,20,5,0,14,20,6,4,0,0,0
"06530 Kerkkoo   (Porvoo )",140,24,43,73,24,0,5,0,0,38,23,18,5,0,1,2,1,1,0,9,12,0,1,0,0,0
"06650 Hamari   (Porvoo )",98,1,37,60,1,0,13,0,0,24,16,3,3,0,0,0,8,5,0,12,6,0,7,0,0,0
"06750 Tolkkinen   (Porvoo )",186,2,27,157,2,0,5,0,0,22,12,78,0,1,0,0,7,6,5,41,4,1,2,0,0,0
"06830 Kulloonkylä   (Porvoo )",153,14,26,113,14,0,15,0,0,11,9,24,11,2,0,0,9,6,0,16,3,15,18,0,0,0
"06850 Kulloo   (Porvoo )",2337,0,1596,741,0,0,1157,5,0,434,3,33,5,0,0,0,619,54,0,1,24,0,2,0,0,0
"06880 Kärrby   (Sipoo )",36,6,17,13,6,0,4,0,0,13,3,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0
"06950 Emäsalo   (Porvoo )",113,13,71,29,13,0,7,0,0,64,4,0,10,1,0,0,3,1,1,0,1,8,0,0,0,0
"07110 Hinthaara   (Porvoo )",178,12,42,124,12,0,11,0,0,31,28,3,2,0,0,4,7,10,0,33,32,3,2,0,0,0
"07130 Anttila   (Porvoo )",52,15,32,5,15,0,0,0,0,32,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
"07150 Laukkoski   (Pornainen )",162,13,50,99,13,0,3,0,0,47,2,53,12,1,0,1,3,9,0,11,0,6,1,0,0,0
"07170 Keski-Pornainen   (Pornainen )",531,23,80,428,23,0,4,0,0,76,53,36,20,9,12,7,9,44,26,71,122,10,9,0,0,0
"07190 Halkia   (Pornainen )",200,38,53,109,38,0,8,1,1,43,7,30,0,3,0,1,7,3,0,15,34,7,2,0,0,0
"07220 Kaarenkylä   (Porvoo )",37,9,12,16,9,0,4,0,0,8,2,3,0,2,0,0,0,1,0,0,7,0,1,0,0,0
"07230 Monninkylä   (Askola )",485,17,329,139,17,0,211,0,0,118,38,7,4,0,4,0,10,0,0,55,18,0,3,0,0,0
"07280 Ilola   (Porvoo )",99,31,21,47,31,0,0,0,0,21,5,5,0,2,0,0,7,6,0,7,12,1,2,0,0,0
"07310 Sannainen   (Porvoo )",70,7,14,49,7,0,2,0,0,12,2,21,12,0,0,0,0,1,0,12,0,0,1,0,0,0
"07320 Jakari-Sannäs   (Porvoo )",58,6,28,24,6,0,7,0,1,20,7,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"07350 Gäddrag   (Porvoo )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"07360 Tirmo   (Porvoo )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"07370 Pellinki   (Porvoo )",17,2,7,8,2,0,5,0,0,2,1,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0
"07390 Suurpellinki   (Porvoo )",34,9,6,19,9,0,3,0,0,3,1,1,0,0,0,0,1,0,15,0,0,0,1,0,0,0
"07410 Kråkö   (Porvoo )",47,0,21,26,0,0,3,0,0,18,3,2,0,0,0,1,8,1,0,5,5,1,0,0,0,0
"07450 Voolahti   (Porvoo )",98,2,15,81,2,0,3,0,1,11,5,14,0,0,0,0,6,1,0,10,44,0,1,0,0,0
"07500 Askola Kirkonkylä   (Askola )",317,11,29,277,11,0,1,0,1,27,27,0,0,1,4,1,10,11,26,20,147,4,26,0,0,0
"07510 Vakkola   (Askola )",176,9,81,86,9,0,7,0,0,74,7,6,1,0,0,0,5,7,0,51,8,0,1,0,0,0
"07530 Onkimaa   (Askola )",22,14,4,4,14,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"07550 Torpinkylä   (Pukkila )",47,15,6,26,15,1,0,0,0,5,8,12,0,0,0,1,0,0,0,4,0,0,1,0,0,0
"07560 Pukkila Keskus   (Pukkila )",375,48,100,227,48,0,21,0,1,78,36,42,6,4,4,1,19,14,20,24,28,2,27,0,0,0
"07565 Kantele   (Pukkila )",40,13,19,8,13,0,3,0,0,16,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0
"07580 Tiilää   (Askola )",33,1,24,8,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"07590 Huuvari-Tiilää   (Askola )",106,30,16,60,30,0,5,0,0,11,6,24,0,0,0,1,13,2,0,8,4,0,2,0,0,0
"07600 Myrskylä Keskus   (Myrskylä )",365,78,69,218,78,2,34,0,0,33,27,24,5,0,11,4,10,8,12,38,61,1,17,0,0,0
"07680 Juornaankylä   (Askola )",81,20,36,25,20,0,0,0,0,36,0,6,0,0,0,8,1,3,0,6,0,0,1,0,0,0
"07690 Kankkila   (Myrskylä )",14,13,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07700 Koskenkylän saha-alue   (Loviisa )",154,25,41,88,25,0,10,0,0,31,13,9,1,0,3,1,3,2,0,21,31,3,1,0,0,0
"07720 Malmgård   (Loviisa )",23,12,6,5,12,0,6,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"07740 Gammelby   (Loviisa )",141,20,23,98,20,0,0,0,0,23,33,5,53,0,1,0,2,0,0,0,4,0,0,0,0,0
"07750 Isnäs   (Loviisa )",64,14,14,36,14,0,0,0,0,14,0,2,8,0,0,0,3,1,0,10,4,7,1,0,0,0
"07780 Härkäpää   (Loviisa )",30,8,10,12,8,0,1,0,1,8,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0
"07800 Lapinjärvi Keskus   (Lapinjärvi )",295,12,56,227,12,0,24,2,2,28,32,6,10,1,6,0,12,8,17,27,100,2,6,0,0,0
"07810 Ingermaninkylä   (Lapinjärvi )",74,8,27,39,8,0,13,0,3,11,27,0,0,0,0,0,1,0,0,10,0,0,1,0,0,0
"07820 Porlammi   (Lapinjärvi )",110,51,25,34,51,0,16,0,1,8,8,10,0,0,1,0,3,3,0,4,3,1,1,0,0,0
"07830 Pukaro   (Lapinjärvi )",127,42,28,57,42,0,4,0,0,24,30,1,23,0,0,0,1,0,0,1,1,0,0,0,0,0
"07840 Lindkoski   (Lapinjärvi )",54,37,4,13,37,0,3,0,0,1,0,5,0,0,0,0,0,3,0,0,0,0,5,0,0,0
"07850 Heikinkylä   (Lapinjärvi )",44,25,3,16,25,0,1,0,0,2,2,11,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"07870 Skinnarby   (Loviisa )",68,31,20,17,31,0,5,0,0,15,2,5,1,0,0,0,3,1,0,0,3,0,2,0,0,0
"07880 Liljendal Keskus   (Loviisa )",282,36,71,175,36,0,55,0,0,16,10,43,0,0,1,1,4,57,0,8,41,2,8,0,0,0
"07890 Mickelspiltom   (Loviisa )",36,20,1,15,20,0,0,0,0,1,0,1,1,0,0,1,2,2,0,0,8,0,0,0,0,0
"07900 Loviisa Keskus   (Loviisa )",2752,37,1015,1700,37,0,416,503,16,80,313,99,111,47,39,11,89,149,147,208,383,35,69,0,0,0
"07910 Valko   (Loviisa )",210,5,85,120,5,0,59,0,0,26,9,55,6,0,2,1,3,3,0,9,30,0,2,0,0,0
"07920 Etelä-Harju   (Loviisa )",92,1,21,70,1,0,3,0,0,18,4,13,2,0,1,0,9,16,0,1,22,0,2,0,0,0
"07930 Pernaja Kirkonkylä   (Loviisa )",145,9,20,116,9,0,12,0,0,8,0,5,0,1,0,0,0,2,0,5,84,2,17,0,0,0
"07940 Määrlahti   (Loviisa )",81,1,8,72,1,0,1,0,0,7,2,2,2,1,0,0,5,0,0,0,60,0,0,0,0,0
"07945 Kuggom   (Loviisa )",79,19,14,46,19,0,9,0,0,5,2,11,0,3,0,2,4,0,0,5,14,1,4,0,0,0
"07955 Tesjoki   (Loviisa )",235,9,92,134,9,0,48,0,3,41,26,22,4,0,0,1,4,2,0,11,60,2,2,0,0,0
"07960 Ahvenkoski   (Loviisa )",24,1,14,9,1,0,11,0,0,3,0,1,5,0,0,0,1,1,0,0,0,0,1,0,0,0
"07970 Ruotsinpyhtää Keskus   (Loviisa )",77,3,23,51,3,0,13,0,3,7,2,7,5,0,10,0,1,5,0,4,8,0,9,0,0,0
"07980 Kuninkaankylä   (Loviisa )",24,11,10,3,11,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"07990 Ruotsinkylä-Koskisto   (Loviisa )",49,35,0,14,35,0,0,0,0,0,6,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0
"08100 Lohja Keskus   (Lohja )",5004,10,432,4562,10,20,281,9,18,104,453,67,296,41,153,58,223,419,494,655,1352,155,196,0,0,0
"08150 Keskilohja   (Lohja )",1590,0,751,839,0,0,546,0,18,187,139,244,13,11,1,5,44,102,0,30,179,43,28,0,0,0
"08200 Ojamo   (Lohja )",1552,0,72,1480,0,0,23,1,0,48,371,9,48,23,1,1,11,197,36,43,702,3,35,0,0,0
"08350 Routio   (Lohja )",219,2,34,183,2,0,9,0,0,25,81,7,6,1,0,1,10,4,0,36,24,7,6,0,0,0
"08360 Kisakallio   (Lohja )",91,0,29,62,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0
"08450 Hormajärvi   (Lohja )",191,1,31,159,1,0,26,0,0,5,6,7,3,0,0,1,1,0,0,41,100,0,0,0,0,0
"08480 Karstu   (Lohja )",24,7,8,9,7,0,0,0,0,8,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"08500 Ventelä-Millola   (Lohja )",1673,33,636,1004,33,1,381,3,33,218,426,54,14,10,3,2,90,22,0,85,254,11,33,0,0,0
"08680 Muijala   (Lohja )",447,5,196,246,5,0,147,0,0,49,65,56,4,23,0,0,3,15,0,21,52,0,7,0,0,0
"08700 Virkkala   (Lohja )",1088,32,336,720,32,0,133,1,5,197,150,82,28,16,8,11,66,29,0,130,164,5,30,1,0,0
"08800 Kirkniemi   (Lohja )",806,16,657,133,16,0,586,0,0,71,6,70,14,1,0,3,8,6,0,5,19,1,0,0,0,0
"09120 Karjalohja   (Lohja )",363,35,50,278,35,0,5,0,0,45,43,14,70,0,2,0,8,6,0,6,120,3,6,0,0,0
"09220 Sammatti   (Lohja )",336,28,135,173,28,0,65,0,0,70,26,14,4,1,5,2,8,7,2,41,51,0,12,0,0,0
"09430 Saukkola   (Lohja )",373,41,141,191,41,0,91,0,0,50,60,50,15,6,6,1,8,9,0,2,28,0,6,0,0,0
"09520 Millola   (Lohja )",15,9,2,4,9,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
