"Year","Quarter","Building type","Postal code","Year of construction","Mean"
"2010","Whole year","Building types total","66900","Year of construction, total",1245
"2010","Whole year","Building types total","66970","Year of construction, total",.
"2010","Whole year","Building types total","67100","Year of construction, total",1505
"2010","Whole year","Building types total","67200","Year of construction, total",1291
"2010","Whole year","Building types total","67300","Year of construction, total",1603
"2010","Whole year","Building types total","67400","Year of construction, total",1648
"2010","Whole year","Building types total","67600","Year of construction, total",.
"2010","Whole year","Building types total","67700","Year of construction, total",1426
"2010","Whole year","Building types total","67800","Year of construction, total",1092
"2010","Whole year","Building types total","67900","Year of construction, total",.
"2010","Whole year","Building types total","68100","Year of construction, total",1044
"2010","Whole year","Building types total","68210","Year of construction, total",.
"2010","Whole year","Building types total","68230","Year of construction, total",.
"2010","Whole year","Building types total","68300","Year of construction, total",1073
"2010","Whole year","Building types total","68320","Year of construction, total",.
"2010","Whole year","Building types total","68370","Year of construction, total",.
"2010","Whole year","Building types total","68380","Year of construction, total",.
"2010","Whole year","Building types total","68390","Year of construction, total",.
